,link,region,rating,ratingCount,lat,lon
Sunnybrook Meadows,http://www.wta.org/go-hiking/hikes/sunnybrook-meadows,Olympic Peninsula -- Hood Canal,2.5,4,47.7365,-123.1688
Sunrise Lake,http://www.wta.org/go-hiking/hikes/sunrise-lake,Mount Rainier Area -- NE - Sunrise/White River,3.78,9,46.9175,-121.5878
Sunrise Peak,http://www.wta.org/go-hiking/hikes/sunrise-peak,South Cascades -- Dark Divide,3.5,6,46.3354,-121.7434
Sunrise Ridge,http://www.wta.org/go-hiking/hikes/sunrise-ridge,Olympic Peninsula -- Northern Coast,2.83,6,47.9701,-123.495
Sunrise to Mystic Lake,http://www.wta.org/go-hiking/hikes/sunrise-to-mystic-lake,Mount Rainier Area -- NE - Sunrise/White River,4.0,1,46.9145,-121.6435
Sunset Mine,http://www.wta.org/go-hiking/hikes/sunset-mine,Central Cascades -- Stevens Pass - West,0.0,0,47.8592,-121.4648
Sunshine Trail,http://www.wta.org/go-hiking/hikes/sunshine-trail-198,South Cascades -- Mount Adams Area,3.33,3,45.8747,-121.9846
Suntop Peak,http://www.wta.org/go-hiking/hikes/suntop-peak,Mount Rainier Area -- Chinook Pass - Hwy 410,2.71,7,47.0664,-121.5947
Surprise Lake,http://www.wta.org/go-hiking/hikes/surprise-lake-3,Mount Rainier Area -- NW - Carbon River/Mowich,0.0,0,,
Surprise Lake Snowshoe,http://www.wta.org/go-hiking/hikes/surprise-lake-snowshoe,Central Cascades -- Stevens Pass - West,2.5,4,46.5687,-121.5996
Surprise Mountain,http://www.wta.org/go-hiking/hikes/1063-surprise-mtn,Central Cascades -- Stevens Pass - West,0.0,0,,
Surprise and Glacier Lakes,http://www.wta.org/go-hiking/hikes/surprise-lake-1,Central Cascades -- Stevens Pass - West,3.23,26,47.7078,-121.1567
Surveyors Lake Snowshoe,http://www.wta.org/go-hiking/hikes/surveyors-lake-snowshoe,Snoqualmie Region -- Snoqualmie Pass,0.0,0,47.3907,-121.3964
Swakane Canyon,http://www.wta.org/go-hiking/hikes/swakane-canyon,Central Washington -- Wenatchee,3.12,8,47.565,-120.3206
Swakane Peak,http://www.wta.org/go-hiking/hikes/swakane-peak,Central Washington -- Wenatchee,0.0,0,47.5641,-120.3332
Swamp Trail,http://www.wta.org/go-hiking/hikes/swamp-trail,Issaquah Alps -- Tiger Mountain,3.6,5,47.5296,-121.9961
Swan Creek Park,http://www.wta.org/go-hiking/hikes/swan-creek-park,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.2268,-122.3891
Swanson Lakes,http://www.wta.org/go-hiking/hikes/swanson-lakes,Central Washington -- Grand Coulee,2.0,4,47.6271,-118.559
Swauk Forest Discovery Trail,http://www.wta.org/go-hiking/hikes/swauk-forest-discovery-trail,Central Cascades -- Blewett Pass,3.17,6,47.3354,-120.579
Swauk Forest Discovery Trail  Snowshoe,http://www.wta.org/go-hiking/hikes/swauk-forest-discovery-trail-snowshoe,Central Cascades -- Blewett Pass,1.5,2,,
Swauk Ridge,http://www.wta.org/go-hiking/hikes/swauk-ridge-4205,Central Cascades -- Entiat Mountains/Lake Chelan,5.0,1,,
Sweat Creek Basin Trail,http://www.wta.org/go-hiking/hikes/sweat-creek-basin-trail-no.-310-a,Eastern Washington -- Okanogan Highlands/Kettle River Range,3.5,2,,
Sweet Chariot,http://www.wta.org/go-hiking/hikes/sweet-chariot,North Cascades -- Mountain Loop Highway,0.0,0,48.4272,-121.37
Sweet Creek Falls Interpretive Trail,http://www.wta.org/go-hiking/hikes/sweet-creek-falls-interpretive-trail,Eastern Washington -- Selkirk Range,5.0,1,,
Sweetgrass Butte,http://www.wta.org/go-hiking/hikes/sweetgrass-butte,North Cascades -- Methow/Sawtooth,0.0,0,,
Swift Creek,http://www.wta.org/go-hiking/hikes/swift-creek,North Cascades -- Mount Baker Area,2.75,4,48.7648,-121.6699
Swofford Pond,http://www.wta.org/go-hiking/hikes/swofford-pond,South Cascades -- White Pass/Cowlitz River Valley,0.0,0,,
Sycamore Access Trail,http://www.wta.org/go-hiking/hikes/sycamore-access-trail,Issaquah Alps -- Squak Mountain,0.0,0,,
Table Mountain,http://www.wta.org/go-hiking/hikes/table-mountain,North Cascades -- Mount Baker Area,4.25,8,48.8468,-121.6926
Table Rock - Squaw Peak,http://www.wta.org/go-hiking/hikes/table-rock-squaw-peak,Eastern Washington -- Palouse and Blue Mountains,4.5,2,46.0916,-117.8454
Tacoma Nature Center Interpretive Walks,http://www.wta.org/go-hiking/hikes/the-tacoma-nature-center,Puget Sound and Islands -- Seattle-Tacoma Area,3.5,2,47.2414,-122.4921
Tahoma Creek Suspension Bridge - Emerald Ridge Loop,http://www.wta.org/go-hiking/hikes/emerald-ridge,Mount Rainier Area -- SW - Longmire/Paradise,3.0,6,46.838,-121.897
Takhlakh Lake Loop,http://www.wta.org/go-hiking/hikes/takhlakh-loop,South Cascades -- Mount Adams Area,3.5,4,46.2766,-121.5992
Talapus Lake Snowshoe,http://www.wta.org/go-hiking/hikes/talapus-lake-snowshoe,Snoqualmie Region -- North Bend Area,3.0,3,47.4027,-121.5227
Talapus and Olallie Lakes,http://www.wta.org/go-hiking/hikes/talapus-lake,Snoqualmie Region -- Snoqualmie Pass,3.42,40,47.4007,-121.51899999999999
Talus Loop,http://www.wta.org/go-hiking/hikes/talus-loop,Snoqualmie Region -- North Bend Area,3.25,8,47.4878,-121.7563
Talus Rock Trail,http://www.wta.org/go-hiking/hikes/talus-rock-trail,Issaquah Alps -- Tiger Mountain,3.25,4,47.5198,-121.9707
Tam O'Shanter - Viewpoint Open Space Trails,http://www.wta.org/go-hiking/hikes/tam-oshanter-viewpoint-open-space-trails,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.6244,-122.1077
Tamanawas Falls,http://www.wta.org/go-hiking/hikes/tamanawas-falls,Southwest Washington -- Columbia River Gorge - OR,0.0,0,,
Tamanous Trail,http://www.wta.org/go-hiking/hikes/tamanous-trail-27,Southwest Washington -- Columbia River Gorge - WA,1.5,2,45.6503,-121.9326
Tarbell Trail,http://www.wta.org/go-hiking/hikes/tarbell-trail,Southwest Washington -- Lewis River Region,2.33,3,45.7757,-122.3378
Tatie Peak and Grasshopper Pass,http://www.wta.org/go-hiking/hikes/grasshopper-pass,North Cascades -- Pasayten,3.08,13,48.7024,-120.6726
Tatoosh Lakes,http://www.wta.org/go-hiking/hikes/tatoosh-lakes,South Cascades -- White Pass/Cowlitz River Valley,2.25,4,46.7244,-121.7174
Tatoosh Lookout,http://www.wta.org/go-hiking/hikes/tatoosh-lookout,South Cascades -- White Pass/Cowlitz River Valley,3.0,4,46.7161,-121.7155
Tatoosh Ridge,http://www.wta.org/go-hiking/hikes/tatoosh,South Cascades,3.67,9,46.7131,-121.7158
Taylor Mountain,http://www.wta.org/go-hiking/hikes/taylor-mountain,Issaquah Alps,2.12,8,47.4329,-121.9711
Teanaway Butte via Jungle Creek,http://www.wta.org/go-hiking/hikes/teanaway-butte-via-jungle-creek,Snoqualmie Region -- Salmon La Sac/Teanaway,0.0,0,47.3314,-120.9377
Teanaway Peak/Gene's Peak,http://www.wta.org/go-hiking/hikes/teanaway-peak-genes-peak,Snoqualmie Region -- Salmon La Sac/Teanaway,3.0,4,47.3892,-120.8725
Teanaway Ridge,http://www.wta.org/go-hiking/hikes/teanaway-ridge,Snoqualmie Region -- Salmon La Sac/Teanaway,3.0,7,47.3543,-120.7184
Teepee Falls,http://www.wta.org/go-hiking/hikes/teepee-falls,North Cascades -- Mountain Loop Highway,2.0,1,,
Teneriffe Falls (Kamikaze Falls),http://www.wta.org/go-hiking/hikes/kamikaze-falls,Snoqualmie Region -- North Bend Area,3.92,13,47.4862,-121.6995
Tennant Lake and Hovander Homestead Trails,http://www.wta.org/go-hiking/hikes/tennant-lake-and-hovander-homestead-trails,Puget Sound and Islands -- Bellingham Area,5.0,1,,
Terrace Mountain,http://www.wta.org/go-hiking/hikes/terrace-mountain,Central Cascades -- Stevens Pass - West,0.0,0,,
Terrace Trail - Newcastle,http://www.wta.org/go-hiking/hikes/terrace-trail-newcastle,Issaquah Alps -- Cougar Mountain,0.0,0,,
The Brothers,http://www.wta.org/go-hiking/hikes/the-brothers,Olympic Peninsula -- Hood Canal,3.0,4,47.5997,-123.1512
The Eaglet,http://www.wta.org/go-hiking/hikes/the-eaglet,North Cascades -- Mountain Loop Highway,0.0,0,,
The Enchantments,http://www.wta.org/go-hiking/hikes/enchantment-lakes,Central Cascades -- Leavenworth Area,4.52,67,47.5279,-120.8207
The Kettles Trail System of Whidbey Island,http://www.wta.org/go-hiking/hikes/the-kettles-trail-system-of-whidbey-island,Puget Sound and Islands -- Whidbey Island,0.0,0,48.227,-122.7403
Third Beach,http://www.wta.org/go-hiking/hikes/third-beach,Olympic Peninsula -- Pacific Coast,3.82,11,47.8906,-124.599
Third Creek,http://www.wta.org/go-hiking/hikes/third-creek-3100,Eastern Washington -- Palouse and Blue Mountains,0.0,0,46.0888,-117.6277
Thirteenmile (13 mile),http://www.wta.org/go-hiking/hikes/thirteenmile,Eastern Washington -- Okanogan Highlands/Kettle River Range,2.25,4,48.4818,-118.7353
Thirteenmile via Bear Pot,http://www.wta.org/go-hiking/hikes/thirteenmile-via-bear-pot-trailhead,Eastern Washington -- Okanogan Highlands/Kettle River Range,0.0,0,48.4813,-118.7281
Thomas Mountain,http://www.wta.org/go-hiking/hikes/thomas-mountain,Snoqualmie Region -- Salmon La Sac/Teanaway,0.0,0,47.2676,-121.1742
Thompson Lake,http://www.wta.org/go-hiking/hikes/thompson-lake,Snoqualmie Region -- Snoqualmie Pass,3.75,4,47.4248,-121.5835
Thor and Nimbus,http://www.wta.org/go-hiking/hikes/thor-and-nimbus,Central Cascades -- Stevens Pass - West,0.0,0,,
Thornton Lakes and Trappers Peak,http://www.wta.org/go-hiking/hikes/thornton-lakes-and-trappers-peak,North Cascades -- North Cascades Highway - Hwy 20,4.36,14,48.6537,-121.3242
Thorp Mountain,http://www.wta.org/go-hiking/hikes/thorp-mountain,Snoqualmie Region -- Salmon La Sac/Teanaway,3.86,7,47.3733,-121.1578
Thorp Mountain Snowshoe,http://www.wta.org/go-hiking/hikes/thorp-mountain-snowshoe,Snoqualmie Region -- Snoqualmie Pass,2.0,2,47.3726,-121.1597
Three Corner Rock,http://www.wta.org/go-hiking/hikes/three-corner-rock,Southwest Washington -- Columbia River Gorge - WA,3.5,2,45.7447,-122.0078
Three Fingers,http://www.wta.org/go-hiking/hikes/three-fingers,North Cascades -- Mountain Loop Highway,4.46,13,48.1697,-121.6878
Three Fools Pass,http://www.wta.org/go-hiking/hikes/three-fools-pass,North Cascades -- Pasayten,0.0,0,,
Three Lakes,http://www.wta.org/go-hiking/hikes/three-lakes,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,2.6,5,,
Three Peaks Loop,http://www.wta.org/go-hiking/hikes/three-peaks-loop,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.9046,-117.1247
Threeway Peak,http://www.wta.org/go-hiking/hikes/threeway-peak,Mount Rainier Area,0.0,0,,
Thunder Basin,http://www.wta.org/go-hiking/hikes/thunder-basin,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,,
Thunder Creek,http://www.wta.org/go-hiking/hikes/thunder-creek-1,North Cascades -- North Cascades Highway - Hwy 20,3.67,15,48.6855,-121.0925
Thunder Knob,http://www.wta.org/go-hiking/hikes/thunder-knob,North Cascades -- North Cascades Highway - Hwy 20,3.45,11,48.6905,-121.098
Thunder Woods Nature Trail,http://www.wta.org/go-hiking/hikes/thunder-woods-nature-trail,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,48.6852,-121.0929
Tieton Glacier,http://www.wta.org/go-hiking/hikes/tieton-glacier,South Cascades -- Goat Rocks,3.0,1,,
Tieton Meadows,http://www.wta.org/go-hiking/hikes/tieton-meadows,South Cascades -- White Pass/Cowlitz River Valley,3.4,5,46.5768,-121.3584
Tieton Peak Trail,http://www.wta.org/go-hiking/hikes/tieton-peaks-1131,South Cascades -- Goat Rocks,1.0,1,,
Tieton Pond Snowshoe,http://www.wta.org/go-hiking/hikes/tieton-pond,South Cascades -- White Pass/Cowlitz River Valley,5.0,1,,
Tieton River Meadows Snowshoe,http://www.wta.org/go-hiking/hikes/tieton-river-meadows-snowshoe,South Cascades -- Goat Rocks,4.0,2,46.6225,-121.301
Tieton River Nature Trail,http://www.wta.org/go-hiking/hikes/tieton-river-nature-trail,Central Washington -- Yakima,4.0,5,46.7192,-120.8344
Tiffany Lake,http://www.wta.org/go-hiking/hikes/tiffany-lake,North Cascades -- Pasayten,2.0,5,48.7,-119.9532
Tiffany Mountain,http://www.wta.org/go-hiking/hikes/tiffany-mountain,North Cascades -- Pasayten,4.11,9,48.663000000000004,-119.9648
Tiger Mountain Trail,http://www.wta.org/go-hiking/hikes/tiger-mountain-trail,Issaquah Alps -- Tiger Mountain,3.29,7,47.4425,-121.9776
Tiger Mountain Trail North,http://www.wta.org/go-hiking/hikes/tiger-mountain-trail-north,Issaquah Alps -- Tiger Mountain,2.86,7,47.5296,-121.9957
Tiger Mountain Trail South,http://www.wta.org/go-hiking/hikes/tiger-mountain-trail-south,Issaquah Alps -- Tiger Mountain,3.0,5,47.4425,-121.9776
Timothy Lake Loop,http://www.wta.org/go-hiking/hikes/timothy-lake-loop,Southwest Washington -- Columbia River Gorge - OR,0.0,0,,
Tin Can Gap,http://www.wta.org/go-hiking/hikes/tin-can-gap,North Cascades -- Mountain Loop Highway,3.86,7,48.1937,-121.7716
Tin Cup Joe Falls,http://www.wta.org/go-hiking/hikes/tin-cup-joe-falls,Snoqualmie Region -- North Bend Area,0.0,0,,
Tipsoo Lake-Naches Peak Loop,http://www.wta.org/go-hiking/hikes/naches-peak-loop,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,4.33,27,46.8674,-121.5176
Tolmie Peak Lookout - Eunice Lake,http://www.wta.org/go-hiking/hikes/tolmie-peak,Mount Rainier Area -- NW - Carbon River/Mowich,4.23,35,46.9327,-121.8636
Tolt Pipeline Trail,http://www.wta.org/go-hiking/hikes/tolt-pipeline-trail,Puget Sound and Islands,0.0,0,,
Tolt-MacDonald Park,http://www.wta.org/go-hiking/hikes/tolt-mcdonald-park,Puget Sound and Islands -- Seattle-Tacoma Area,3.0,2,47.6442,-121.9269
Tom Dick & Harry Lakes,http://www.wta.org/go-hiking/hikes/bitter-creek-logging-road,Central Cascades -- Stevens Pass - West,4.0,1,47.8376,-121.505
Tomlike Mountain,http://www.wta.org/go-hiking/hikes/tomlike-mountain,Southwest Washington -- Columbia River Gorge - OR,0.0,0,,
Tommy Thompson Trail,http://www.wta.org/go-hiking/hikes/tommy-thompson-trail,Puget Sound and Islands -- Bellingham Area,4.0,1,48.4802,-122.5813
Tomyhoi Lake,http://www.wta.org/go-hiking/hikes/tomyhoi-lake,North Cascades -- Mount Baker Area,2.43,7,48.9454,-121.6484
Tonga Ridge / Mount Sawyer,http://www.wta.org/go-hiking/hikes/tonga-ridge,Central Cascades -- Stevens Pass - West,3.4,20,47.6529,-121.1887
Tonga Ridge Snowshoe,http://www.wta.org/go-hiking/hikes/tonga-ridge-snowshoe,Central Cascades -- Stevens Pass - West,5.0,2,47.6551,-121.18799999999999
Tongue Mountain,http://www.wta.org/go-hiking/hikes/tongue-mountain,South Cascades -- Dark Divide,3.11,9,46.3965,-121.7653
Toothrock,http://www.wta.org/go-hiking/hikes/toothrock,Southwest Washington -- Columbia River Gorge - OR,2.0,1,,
Toppenish National Wildlife Refuge,http://www.wta.org/go-hiking/hikes/toppenish-nwr,Central Washington -- Yakima,0.0,0,,
Toutle,http://www.wta.org/go-hiking/hikes/toutle,South Cascades -- Mount St. Helens,2.75,4,,
Towell Falls,http://www.wta.org/go-hiking/hikes/towell-falls,Eastern Washington -- Palouse and Blue Mountains,3.5,6,47.0133,-117.9527
Townsend Mountain,http://www.wta.org/go-hiking/hikes/townsend-mountain,Central Cascades -- Stevens Pass - West,5.0,3,,
Tradition Lake Loop,http://www.wta.org/go-hiking/hikes/tradition-lakes,Issaquah Alps -- Tiger Mountain,3.33,6,47.5296,-121.9957
Traditional Knowledge Trail,http://www.wta.org/go-hiking/hikes/traditional-knowledge-trail,Snoqualmie Region -- North Bend Area,4.0,1,47.5157,-121.8446
Trail Creek,http://www.wta.org/go-hiking/hikes/trail-creek-1,Snoqualmie Region -- Salmon La Sac/Teanaway,1.75,4,47.5431,-121.0976
Trail Lake Coulee,http://www.wta.org/go-hiking/hikes/trail-lake-coulee,Central Washington -- Grand Coulee,2.6,5,47.5344,-119.2865
Trail of Ten Falls,http://www.wta.org/go-hiking/hikes/trail-of-ten-falls,Southwest Washington -- Columbia River Gorge - OR,5.0,1,44.8777,-122.6556
Trail of Two Forests,http://www.wta.org/go-hiking/hikes/trail-of-two-forests,South Cascades -- Mount St. Helens,3.5,4,46.0993,-122.2136
Trail of the Cedars,http://www.wta.org/go-hiking/hikes/trail-of-the-cedars,North Cascades -- North Cascades Highway - Hwy 20,3.6,5,48.676,-121.2433
Trail of the Shadows,http://www.wta.org/go-hiking/hikes/trail-of-the-shadows,Mount Rainier Area -- SW - Longmire/Paradise,2.43,7,46.7497,-121.8106
Trap Lake,http://www.wta.org/go-hiking/hikes/trap-lake,Central Cascades -- Stevens Pass - West,0.0,0,47.7185,-121.1099
Trapper Creek,http://www.wta.org/go-hiking/hikes/trapper-creek,Southwest Washington -- Lewis River Region,3.4,5,45.8817,-121.9836
Trapper Lake,http://www.wta.org/go-hiking/hikes/trapper-lake,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,,
Trapper Peak,http://www.wta.org/go-hiking/hikes/trapper-peak,North Cascades,5.0,1,48.6511,-121.3412
Trillium Community Forest Land,http://www.wta.org/go-hiking/hikes/trillium-community-forest-land,Puget Sound and Islands -- Whidbey Island,0.0,0,48.0501,-122.5679
Tronsen Meadow,http://www.wta.org/go-hiking/hikes/tronson-meadow,Snoqualmie Region -- Salmon La Sac/Teanaway,2.5,4,47.32899999999999,-120.5532
Tronsen Ridge,http://www.wta.org/go-hiking/hikes/tronsen-ridge,Central Cascades -- Blewett Pass,4.14,7,47.3227,-120.5265
Trout Creek,http://www.wta.org/go-hiking/hikes/trout-creek,Central Cascades -- Stevens Pass - West,3.6,5,47.8758,-121.461
Trout Lake,http://www.wta.org/go-hiking/hikes/trout-lake,Central Cascades -- Leavenworth Area,3.25,8,47.6059,-120.917
Truman Trail-Pumice Plains,http://www.wta.org/go-hiking/hikes/truman,South Cascades -- Mount St. Helens,3.83,6,46.2499,-122.1362
Tubal Cain Mine and Buckhorn Lake,http://www.wta.org/go-hiking/hikes/tubal-cain-mine-and-buckhorn-lake,Olympic Peninsula -- Hood Canal,3.78,9,47.8862,-123.0916
Tucannon River - Rattlesnake Loop,http://www.wta.org/go-hiking/hikes/tucannon-river-rattlesnake-loop,Eastern Washington -- Palouse and Blue Mountains,0.0,0,46.18899999999999,-117.6194
Tucannon River Canyon - Camp Wooten,http://www.wta.org/go-hiking/hikes/tucannon-river,Eastern Washington -- Palouse and Blue Mountains,1.5,4,46.2466,-117.6849
Tuck and Robin Lakes,http://www.wta.org/go-hiking/hikes/robin-lakes,Snoqualmie Region -- Salmon La Sac/Teanaway,4.31,13,47.5443,-121.097
Tumwater Botanical Area,http://www.wta.org/go-hiking/hikes/tumwater-botanical-area-road-7903,Central Cascades -- Leavenworth Area,5.0,1,47.6567,-120.7211
Tumwater Campground Snowshoe,http://www.wta.org/go-hiking/hikes/tumwater-campground-snowshoe,Central Cascades -- Leavenworth Area,0.0,0,47.678,-120.7324
Tumwater Falls Park,http://www.wta.org/go-hiking/hikes/tumwater-falls-park,Olympic Peninsula -- Olympia,5.0,1,47.0141,-122.9045
Tumwater Pipeline Trail,http://www.wta.org/go-hiking/hikes/tumwater,Central Cascades -- Stevens Pass - East,3.6,5,47.5871,-120.7076
Tunnel Creek,http://www.wta.org/go-hiking/hikes/tunnel-creek-1,Olympic Peninsula -- Hood Canal,3.33,9,47.7815,-123.0521
Tunnel Creek - Dosewallips Trailhead,http://www.wta.org/go-hiking/hikes/tunnel-creek-dosewallips-trailhead,Olympic Peninsula -- Hood Canal,5.0,1,47.7389,-123.0736
Turn Point Lighthouse,http://www.wta.org/go-hiking/hikes/turn-point-lighthouse,Puget Sound and Islands -- San Juan Islands,0.0,0,48.6765,-123.2045
Turnbull National Wildlife Refuge,http://www.wta.org/go-hiking/hikes/turnbull-national-wildlife-refuge,Eastern Washington -- Spokane Area/Coeur d'Alene,3.57,7,47.4168,-117.5311
Turtleback Mountain,http://www.wta.org/go-hiking/hikes/turtleback-mountain,Puget Sound and Islands -- Orcas Island,3.57,7,48.64100000000001,-122.9775
Twanoh State Park,http://www.wta.org/go-hiking/hikes/twanoh-state-park,Olympic Peninsula -- Hood Canal,3.7,10,47.3774,-122.9738
Twin Falls,http://www.wta.org/go-hiking/hikes/twin-falls-state-park,Snoqualmie Region -- North Bend Area,4.21,120,47.442,-121.6761
Twin Firs Loop,http://www.wta.org/go-hiking/hikes/twin-firs-loop,Mount Rainier Area -- SW - Longmire/Paradise,2.25,4,46.7344,-121.8388
Twin Harbors State Park,http://www.wta.org/go-hiking/hikes/twin-harbors-state-park,Olympic Peninsula -- Olympia,0.0,0,,
Twin Lakes,http://www.wta.org/go-hiking/hikes/twin-lakes-3,Eastern Washington -- Okanogan Highlands/Kettle River Range,3.0,2,,
Twin Lakes (Monte Cristo),http://www.wta.org/go-hiking/hikes/twin-lakes-monte-cristo,North Cascades -- Mountain Loop Highway,0.0,0,48.0251,-121.4437
Twin Lakes (Wenatchee),http://www.wta.org/go-hiking/hikes/twin-lakes-1,Central Cascades -- Stevens Pass - East,2.83,6,47.9205,-120.8949
Twin Lakes Snowshoe,http://www.wta.org/go-hiking/hikes/twin-lakes-snowshoe,Snoqualmie Region -- Snoqualmie Pass,1.0,2,47.3632,-121.3583
